region,FBI_cnt,sv_group_cnt,sample_cnt,SRR3760937,SRR3760940,SRR3825071,SRR3987259,SRR5114912,SRR5115059,SRR3760936,SRR3760945,SRR3760946,SRR3760949,SRR3760954,SRR3760957,SRR3760960,SRR3760962,SRR3760965,SRR3760970,SRR3760973,SRR3760975,SRR3760978,SRR3760985,SRR3760987,SRR3760995,SRR3760996,SRR3760997,SRR3761001,SRR3761002,SRR3761005,SRR3761011,SRR3761013,SRR3761015,SRR3761020,SRR3761024,SRR3761025,SRR3761026,SRR3761030,SRR3761033,SRR3761035,SRR3825048,SRR3825050,SRR3825053,SRR3825058,SRR3825060,SRR3825064,SRR3825068,SRR3825076,SRR3825079,SRR3825081,SRR3825083,SRR3825086,SRR3825088,SRR3825093,SRR3825094,SRR3825096,SRR3825098,SRR3825100,SRR3825106,SRR3825108,SRR3825112,SRR3825121,SRR3825123,SRR3825125,SRR3825132,SRR3825137,SRR3825141,SRR3825142,SRR3825143,SRR3825145,SRR3825147,SRR3928800,SRR3928803,SRR3928804,SRR3928807,SRR3928810,SRR3928822,SRR3928827,SRR3928830,SRR3928831,SRR3928834,SRR3928841,SRR3928842,SRR3928843,SRR3928849,SRR3928850,SRR3928851,SRR3928856,SRR3928859,SRR3928863,SRR3928866,SRR3928871,SRR3928872,SRR3928873,SRR3928875,SRR3928878,SRR3928879,SRR3928888,SRR3928889,SRR3928890,SRR3928891,SRR3928892,SRR3928894,SRR3928897,SRR3931724,SRR3931735,SRR3931736,SRR3931747,SRR3931752,SRR3931763,SRR3931771,SRR3931775,SRR3931776,SRR3931781,SRR3931782,SRR3931787,SRR3931791,SRR3931792,SRR3931811,SRR3931812,SRR3931816,SRR3931817,SRR3931827,SRR3931829,SRR3931830,SRR3931833,SRR3931835,SRR3931840,SRR3931846,SRR3931851,SRR3931856,SRR3931857,SRR3931859,SRR3931877,SRR3931880,SRR3945280,SRR3945282,SRR3945287,SRR3945294,SRR3945296,SRR3945299,SRR3945301,SRR3945303,SRR3945309,SRR3945312,SRR3945315,SRR3945316,SRR3945317,SRR3945319,SRR3945326,SRR3945327,SRR3945332,SRR3945336,SRR3945341,SRR3945343,SRR3945349,SRR3945352,SRR3945469,SRR3945470,SRR3945476,SRR3945477,SRR3945479,SRR3945484,SRR3945487,SRR3945488,SRR3945489,SRR3945491,SRR3945494,SRR3949322,SRR3949329,SRR3949330,SRR3949332,SRR3949333,SRR3949343,SRR3949346,SRR3949347,SRR3949358,SRR3949367,SRR3949371,SRR3949377,SRR3949380,SRR3949381,SRR3949384,SRR3949387,SRR3949391,SRR3949394,SRR3949401,SRR3949402,SRR3949403,SRR3949404,SRR3949410,SRR3949414,SRR3949422,SRR3949424,SRR3949431,SRR3953716,SRR3953729,SRR3953732,SRR3953737,SRR3953739,SRR3953744,SRR3953746,SRR3953748,SRR3953751,SRR3953754,SRR3953757,SRR3953759,SRR3953761,SRR3953765,SRR3953768,SRR3953774,SRR3953783,SRR3953785,SRR3953792,SRR3953798,SRR3953805,SRR3953809,SRR3953811,SRR3953813,SRR3953814,SRR3953820,SRR3953826,SRR3953827,SRR3953829,SRR3953836,SRR3953840,SRR3953841,SRR3953843,SRR3953844,SRR3953847,SRR3953849,SRR3987226,SRR3987230,SRR3987234,SRR3987237,SRR3987238,SRR3987242,SRR3987244,SRR3987250,SRR3987251,SRR3987253,SRR3987258,SRR3987264,SRR3987270,SRR3987273,SRR3987276,SRR3987277,SRR3987280,SRR3987315,SRR3987316,SRR3987322,SRR3987324,SRR3987341,SRR3987345,SRR3987346,SRR3987349,SRR3987351,SRR3987357,SRR3987362,SRR3987363,SRR3987367,SRR3987369,SRR3989816,SRR3989819,SRR3989822,SRR3989823,SRR3989824,SRR3989826,SRR3989830,SRR3989831,SRR3989836,SRR3989839,SRR3989840,SRR3989845,SRR3989847,SRR3989850,SRR3989856,SRR3989860,SRR3989862,SRR3989863,SRR3989866,SRR3989869,SRR3989873,SRR3989877,SRR3989879,SRR3989881,SRR3989882,SRR3989888,SRR3989892,SRR3989893,SRR3989895,SRR3989897,SRR3989901,SRR3989905,SRR3989907,SRR4017544,SRR5114918,SRR5114921,SRR5114924,SRR5114927,SRR5114936,SRR5114948,SRR5114954,SRR5114957,SRR5114960,SRR5114963,SRR5114966,SRR5114969,SRR5114975,SRR5114978,SRR5114981,SRR5114984,SRR5114987,SRR5114990,SRR5114993,SRR5114996,SRR5114999,SRR5115002,SRR5115005,SRR5115008,SRR5115011,SRR5115017,SRR5115023,SRR5115026,SRR5115029,SRR5115032,SRR5115035,SRR5115041,SRR5115044,SRR5115047,SRR5115050,SRR5115053,SRR5115056
chr1:29000001-30000000,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825058_1_sv.txt,,,,,,,,,,,,,SRR3825098_1_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931775_2_sv.txt,,,SRR3931782_2_sv.txt,,,,,SRR3931812_1_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945491_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953729_1_sv.txt,SRR3953732_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987226_2_sv.txt,,,,,,,SRR3987250_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989860_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115008_1_sv.txt,,,,,,,,,,,,,
chr1:30000001-31000000,93,53,53,,,,,,,,,,,SRR3760954_2_sv.txt,,,,,SRR3760970_3_sv.txt,,,SRR3760978_2_sv.txt,,,SRR3760995_3_sv.txt,,,,,SRR3761005_3_sv.txt,,,,SRR3761020_2_sv.txt,,,,,,,,,,SRR3825058_1_sv.txt,,,SRR3825068_3_sv.txt,SRR3825076_2_sv.txt,,,SRR3825083_1_sv.txt,,,,,,SRR3825098_1_sv.txt,,,,SRR3825112_1_sv.txt,,,,SRR3825132_1_sv.txt,,,,SRR3825143_2_sv.txt,,SRR3825147_3_sv.txt,,,,,,,,,,SRR3928834_2_sv.txt,SRR3928841_2_sv.txt,SRR3928842_1_sv.txt,SRR3928843_3_sv.txt,,,,,,,,,,,,,SRR3928879_1_sv.txt,,,,,,,,SRR3931724_3_sv.txt,,,,,,,SRR3931775_2_sv.txt,,,SRR3931782_2_sv.txt,,,,,SRR3931812_1_sv.txt,SRR3931816_3_sv.txt,,SRR3931827_1_sv.txt,,,,,,,,,,SRR3931859_3_sv.txt,,,,,,,,,,SRR3945303_2_sv.txt,,,,,,,SRR3945326_4_sv.txt,,,,,,,,SRR3945469_2_sv.txt,,,,,,,,,SRR3945491_2_sv.txt,,,,,,SRR3949333_2_sv.txt,,,,,SRR3949367_1_sv.txt,,,,,,,,,,,SRR3949403_3_sv.txt,,,,,,,,SRR3953729_1_sv.txt,SRR3953732_4_sv.txt,,,,,,SRR3953751_3_sv.txt,,,,,,,,,,,,,SRR3953809_2_sv.txt,,SRR3953813_1_sv.txt,,,,SRR3953827_2_sv.txt,,,,SRR3953841_2_sv.txt,,,,SRR3953849_2_sv.txt,SRR3987226_2_sv.txt,,,,,,,SRR3987250_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989840_2_sv.txt,,SRR3989847_4_sv.txt,,,SRR3989860_2_sv.txt,,,SRR3989866_1_sv.txt,,,,,SRR3989881_1_sv.txt,,,,,SRR3989895_2_sv.txt,,,,,,,,,,,,,,,SRR5114963_1_sv.txt,,,SRR5114975_2_sv.txt,,,,,,,,,,,SRR5115008_1_sv.txt,,,,,,,,,,,,,
chr1:32000001-33000000,8,6,6,,,,,,,,SRR3760945_3_sv.txt,,,,,,,,,,,,,,,,,,,SRR3761005_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945488_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953820_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989822_4_sv.txt,,,SRR3989826_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr1:33000001-34000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928842_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr1:35000001-36000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5115035_1_sv.txt,,,,,,
chr1:36000001-37000000,527,263,263,,SRR3760940_1_sv.txt,SRR3825071_2_sv.txt,,,SRR5115059_3_sv.txt,SRR3760936_3_sv.txt,SRR3760945_4_sv.txt,SRR3760946_4_sv.txt,SRR3760949_1_sv.txt,SRR3760954_3_sv.txt,SRR3760957_2_sv.txt,SRR3760960_1_sv.txt,SRR3760962_2_sv.txt,SRR3760965_1_sv.txt,SRR3760970_4_sv.txt,SRR3760973_1_sv.txt,SRR3760975_1_sv.txt,SRR3760978_3_sv.txt,,SRR3760987_1_sv.txt,,SRR3760996_3_sv.txt,SRR3760997_3_sv.txt,SRR3761001_3_sv.txt,SRR3761002_2_sv.txt,,,SRR3761013_3_sv.txt,SRR3761015_3_sv.txt,SRR3761020_3_sv.txt,SRR3761024_3_sv.txt,SRR3761025_1_sv.txt,,SRR3761030_1_sv.txt,SRR3761033_3_sv.txt,SRR3761035_3_sv.txt,,SRR3825050_2_sv.txt,,SRR3825058_2_sv.txt,SRR3825060_2_sv.txt,SRR3825064_4_sv.txt,SRR3825068_4_sv.txt,SRR3825076_3_sv.txt,SRR3825079_1_sv.txt,SRR3825081_5_sv.txt,,SRR3825086_2_sv.txt,SRR3825088_1_sv.txt,,SRR3825094_2_sv.txt,,,,SRR3825106_2_sv.txt,SRR3825108_2_sv.txt,SRR3825112_2_sv.txt,,,SRR3825125_1_sv.txt,,SRR3825137_4_sv.txt,SRR3825141_2_sv.txt,SRR3825142_2_sv.txt,SRR3825143_3_sv.txt,SRR3825145_4_sv.txt,SRR3825147_4_sv.txt,SRR3928800_2_sv.txt,SRR3928803_1_sv.txt,SRR3928804_1_sv.txt,SRR3928807_1_sv.txt,,SRR3928822_1_sv.txt,SRR3928827_1_sv.txt,SRR3928830_1_sv.txt,SRR3928831_1_sv.txt,SRR3928834_3_sv.txt,,SRR3928842_3_sv.txt,SRR3928843_4_sv.txt,SRR3928849_2_sv.txt,SRR3928850_2_sv.txt,,SRR3928856_2_sv.txt,SRR3928859_3_sv.txt,SRR3928863_5_sv.txt,,SRR3928871_1_sv.txt,,,SRR3928875_3_sv.txt,SRR3928878_1_sv.txt,SRR3928879_2_sv.txt,SRR3928888_3_sv.txt,,SRR3928890_2_sv.txt,SRR3928891_2_sv.txt,,SRR3928894_1_sv.txt,SRR3928897_1_sv.txt,SRR3931724_4_sv.txt,SRR3931735_1_sv.txt,SRR3931736_3_sv.txt,SRR3931747_2_sv.txt,SRR3931752_1_sv.txt,SRR3931763_2_sv.txt,SRR3931771_2_sv.txt,SRR3931775_3_sv.txt,SRR3931776_3_sv.txt,SRR3931781_1_sv.txt,SRR3931782_3_sv.txt,,SRR3931791_1_sv.txt,SRR3931792_1_sv.txt,,SRR3931812_2_sv.txt,SRR3931816_4_sv.txt,SRR3931817_2_sv.txt,,SRR3931829_3_sv.txt,SRR3931830_1_sv.txt,SRR3931833_1_sv.txt,SRR3931835_1_sv.txt,SRR3931840_2_sv.txt,SRR3931846_2_sv.txt,SRR3931851_1_sv.txt,SRR3931856_1_sv.txt,SRR3931857_2_sv.txt,SRR3931859_4_sv.txt,SRR3931877_2_sv.txt,,SRR3945280_4_sv.txt,SRR3945282_1_sv.txt,,SRR3945294_2_sv.txt,SRR3945296_2_sv.txt,SRR3945299_2_sv.txt,,SRR3945303_3_sv.txt,SRR3945309_4_sv.txt,SRR3945312_1_sv.txt,SRR3945315_3_sv.txt,SRR3945316_3_sv.txt,SRR3945317_1_sv.txt,SRR3945319_1_sv.txt,SRR3945326_5_sv.txt,SRR3945327_1_sv.txt,SRR3945332_1_sv.txt,SRR3945336_3_sv.txt,SRR3945341_2_sv.txt,SRR3945343_4_sv.txt,,SRR3945352_3_sv.txt,SRR3945469_3_sv.txt,SRR3945470_2_sv.txt,SRR3945476_3_sv.txt,SRR3945477_1_sv.txt,,SRR3945484_1_sv.txt,SRR3945487_2_sv.txt,SRR3945488_3_sv.txt,SRR3945489_6_sv.txt,SRR3945491_3_sv.txt,SRR3945494_1_sv.txt,SRR3949322_4_sv.txt,SRR3949329_2_sv.txt,SRR3949330_4_sv.txt,SRR3949332_1_sv.txt,SRR3949333_3_sv.txt,SRR3949343_2_sv.txt,SRR3949346_2_sv.txt,SRR3949347_3_sv.txt,SRR3949358_1_sv.txt,,SRR3949371_1_sv.txt,,SRR3949380_1_sv.txt,SRR3949381_2_sv.txt,SRR3949384_1_sv.txt,SRR3949387_3_sv.txt,SRR3949391_4_sv.txt,SRR3949394_3_sv.txt,SRR3949401_2_sv.txt,,SRR3949403_4_sv.txt,,,SRR3949414_2_sv.txt,SRR3949422_2_sv.txt,SRR3949424_3_sv.txt,,SRR3953716_1_sv.txt,SRR3953729_2_sv.txt,,SRR3953737_1_sv.txt,SRR3953739_2_sv.txt,SRR3953744_1_sv.txt,SRR3953746_3_sv.txt,SRR3953748_1_sv.txt,,SRR3953754_4_sv.txt,SRR3953757_3_sv.txt,SRR3953759_2_sv.txt,SRR3953761_3_sv.txt,SRR3953765_4_sv.txt,SRR3953768_2_sv.txt,SRR3953774_3_sv.txt,,SRR3953785_4_sv.txt,SRR3953792_2_sv.txt,SRR3953798_2_sv.txt,SRR3953805_1_sv.txt,SRR3953809_3_sv.txt,SRR3953811_1_sv.txt,SRR3953813_2_sv.txt,SRR3953814_3_sv.txt,SRR3953820_3_sv.txt,SRR3953826_1_sv.txt,SRR3953827_3_sv.txt,SRR3953829_1_sv.txt,SRR3953836_2_sv.txt,SRR3953840_1_sv.txt,SRR3953841_3_sv.txt,SRR3953843_1_sv.txt,SRR3953844_3_sv.txt,SRR3953847_1_sv.txt,SRR3953849_3_sv.txt,SRR3987226_3_sv.txt,SRR3987230_1_sv.txt,SRR3987234_1_sv.txt,SRR3987237_4_sv.txt,SRR3987238_2_sv.txt,SRR3987242_2_sv.txt,SRR3987244_3_sv.txt,SRR3987250_3_sv.txt,SRR3987251_3_sv.txt,,,SRR3987264_1_sv.txt,SRR3987270_3_sv.txt,,SRR3987276_3_sv.txt,,SRR3987280_2_sv.txt,SRR3987315_2_sv.txt,SRR3987316_3_sv.txt,SRR3987322_1_sv.txt,,SRR3987341_4_sv.txt,SRR3987345_3_sv.txt,SRR3987346_3_sv.txt,SRR3987349_2_sv.txt,SRR3987351_1_sv.txt,SRR3987357_5_sv.txt,,SRR3987363_3_sv.txt,SRR3987367_1_sv.txt,SRR3987369_5_sv.txt,SRR3989816_1_sv.txt,SRR3989819_2_sv.txt,SRR3989822_5_sv.txt,SRR3989823_2_sv.txt,SRR3989824_2_sv.txt,SRR3989826_3_sv.txt,SRR3989830_1_sv.txt,SRR3989831_2_sv.txt,SRR3989836_3_sv.txt,SRR3989839_1_sv.txt,,SRR3989845_2_sv.txt,SRR3989847_5_sv.txt,SRR3989850_1_sv.txt,,SRR3989860_3_sv.txt,SRR3989862_1_sv.txt,,SRR3989866_2_sv.txt,SRR3989869_3_sv.txt,SRR3989873_3_sv.txt,SRR3989877_1_sv.txt,SRR3989879_1_sv.txt,,,SRR3989888_1_sv.txt,SRR3989892_3_sv.txt,SRR3989893_3_sv.txt,SRR3989895_3_sv.txt,SRR3989897_1_sv.txt,,SRR3989905_1_sv.txt,SRR3989907_3_sv.txt,,SRR5114918_2_sv.txt,,SRR5114924_2_sv.txt,SRR5114927_3_sv.txt,SRR5114936_2_sv.txt,SRR5114948_1_sv.txt,,,,,,SRR5114969_1_sv.txt,SRR5114975_3_sv.txt,SRR5114978_3_sv.txt,SRR5114981_3_sv.txt,,SRR5114987_3_sv.txt,,SRR5114993_1_sv.txt,SRR5114996_2_sv.txt,SRR5114999_3_sv.txt,SRR5115002_1_sv.txt,,,SRR5115011_3_sv.txt,SRR5115017_1_sv.txt,SRR5115023_1_sv.txt,SRR5115026_1_sv.txt,SRR5115029_1_sv.txt,SRR5115032_3_sv.txt,SRR5115035_2_sv.txt,SRR5115041_2_sv.txt,SRR5115044_2_sv.txt,SRR5115047_2_sv.txt,SRR5115050_1_sv.txt,SRR5115053_3_sv.txt,
chr1:39000001-40000000,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945336_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,SRR3949358_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953841_4_sv.txt,,,,,,,,,,,SRR3987244_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr1:43000001-44000000,46,33,33,,SRR3760940_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825079_2_sv.txt,,,,,SRR3825093_1_sv.txt,,,SRR3825098_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928879_4_sv.txt,,,,,,,,,,,,,,,,SRR3931776_4_sv.txt,,,,,,,,,SRR3931817_4_sv.txt,,,SRR3931830_2_sv.txt,,,,SRR3931846_3_sv.txt,,,,,,,,,,SRR3945294_3_sv.txt,,SRR3945299_3_sv.txt,,,,,,,,,,,,SRR3945336_5_sv.txt,,SRR3945343_5_sv.txt,,SRR3945352_5_sv.txt,,SRR3945470_3_sv.txt,SRR3945476_4_sv.txt,,,,,,,,SRR3945494_2_sv.txt,,,,,,,,,,,,,,,SRR3949384_2_sv.txt,,,,,,SRR3949403_5_sv.txt,,,,SRR3949422_4_sv.txt,,,,,,,,,,,,,,,,,,,,,SRR3953792_3_sv.txt,,,,,,,,,,,,,,,,,,SRR3987226_4_sv.txt,,,,,SRR3987242_3_sv.txt,,,,SRR3987253_1_sv.txt,,SRR3987264_2_sv.txt,,,,,,SRR3987315_3_sv.txt,,,SRR3987324_3_sv.txt,,,,,,,,,,,,,,,,,,,,SRR3989839_2_sv.txt,,SRR3989845_3_sv.txt,,,SRR3989856_3_sv.txt,SRR3989860_5_sv.txt,,,,,,,,,SRR3989882_2_sv.txt,,,SRR3989893_5_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr1:44000001-45000000,33,19,19,,,,,,,,,SRR3760946_5_sv.txt,SRR3760949_2_sv.txt,,,,SRR3760962_3_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3931830_2_sv.txt,,,,SRR3931846_3_sv.txt,,,,,,,,,,,,SRR3945299_3_sv.txt,,,,,,,,,,,,,,,,SRR3945352_5_sv.txt,,SRR3945470_3_sv.txt,SRR3945476_4_sv.txt,,,,,,,,SRR3945494_2_sv.txt,,,,,,,,,,,,,,,SRR3949384_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953792_3_sv.txt,,,,,,,,,,,,,,,,,,SRR3987226_4_sv.txt,,SRR3987234_2_sv.txt,,,,,,,SRR3987253_1_sv.txt,,SRR3987264_2_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989839_2_sv.txt,,,,,SRR3989856_3_sv.txt,,,,,,,,,,,,,SRR3989893_5_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr1:48000001-49000000,39,20,20,,,,,,,,,,SRR3760949_3_sv.txt,,,,,,,,,,SRR3760985_2_sv.txt,,,,,,,,,,,,,,SRR3761026_3_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3928849_3_sv.txt,,,SRR3928856_4_sv.txt,,,,,,,,,,,SRR3928889_1_sv.txt,,,SRR3928892_2_sv.txt,,,,,,,,,SRR3931771_3_sv.txt,SRR3931775_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3945489_7_sv.txt,,,SRR3949322_6_sv.txt,,,,,,,,,,,,SRR3949380_2_sv.txt,SRR3949381_3_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3953792_4_sv.txt,,,,,,,,SRR3953826_2_sv.txt,,,,,SRR3953841_5_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989830_3_sv.txt,,,,,,,,,,,,,,,,,,,,,,,SRR3989897_2_sv.txt,,,,,,,,,,SRR5114948_3_sv.txt,,,,,,,,,,,,,,,SRR5114999_4_sv.txt,,,,,,,,,,,,,,,,
chr1:51000001-52000000,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR5114966_1_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,
chr1:60000001-61000000,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3987345_5_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr1:63000001-64000000,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3825060_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRR3989830_4_sv.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
