chrom_5p	bkpos_5p	strand_5p	chrom_3p	bkpos_3p	strand_3p	avg_cn
chr12	507923	+	chr12	507923	-	20
chr12	511812	+	chr12	511812	-	21
chr12	507867	+	chr12	507867	-	20
chr12	520567	+	chr12	520567	-	26
chr12	511665	+	chr12	511665	-	23
chr12	577430	+	chr12	577430	-	27
chr12	618199	+	chr12	618199	-	36
chr12	676195	+	chr12	676195	-	30

Group:6315 Translocation:False
chr12	947964	+	chr12	947964	-	26
chr12	952995	+	chr12	952995	-	21

Group:6316 Translocation:False
chr12	1154245	+	chr12	1154245	-	25
chr12	1228348	+	chr12	1228348	-	32

Group:6317 Translocation:False
chr12	1463697	+	chr12	1463697	-	31
chr12	1493545	+	chr12	1493545	-	20
chr12	1536209	+	chr12	1536209	-	25
chr12	1508874	+	chr12	1508874	-	21
chr12	1574406	+	chr12	1574406	-	15
chr12	1543323	+	chr12	1543323	-	19
chr12	1620954	+	chr12	1620954	-	27
chr12	1574423	+	chr12	1574423	-	17
chr12	1663796	+	chr12	1663796	-	25

Group:6318 Translocation:False
chr12	1980675	+	chr12	1980675	-	29

Group:6319 Translocation:False
chr12	2105626	+	chr12	2105626	-	26
chr12	2110936	+	chr12	2110936	-	36

Group:6320 Translocation:False
chr12	2255752	+	chr12	2255752	-	26

Group:6321 Translocation:False
chr12	2572370	+	chr12	2572370	-	15

Group:6322 Translocation:False
chr12	2682850	+	chr12	2682850	-	21
chr12	2745809	+	chr12	2745809	-	26

Group:6323 Translocation:False
chr12	3302445	+	chr12	3302445	-	27

Group:6324 Translocation:False
chr12	3745825	+	chr12	3745825	-	26
chr12	3745825	+	chr12	3745825	-	26
chr12	3768365	+	chr12	3768365	-	36

Group:6325 Translocation:False
chr12	4105973	+	chr12	4105973	-	19

Group:6326 Translocation:False
chr12	4243901	+	chr12	4243901	-	31
chr12	4309617	+	chr12	4309617	-	30

Group:6327 Translocation:False
chr12	4624809	+	chr12	4624809	-	33
chr12	4633739	+	chr12	4633739	-	22

Group:6328 Translocation:False
chr12	5095113	+	chr12	5095113	-	42

Group:6329 Translocation:False
chr12	5330453	+	chr12	5330453	-	23

Group:6330 Translocation:False
chr12	5481483	+	chr12	5481483	-	23
chr12	5562500	+	chr12	5562500	-	42
chr12	5610279	+	chr12	5610279	-	36
chr12	5658624	+	chr12	5658624	-	22
chr12	5638471	+	chr12	5638471	-	28

Group:6331 Translocation:False
chr12	5812602	+	chr12	5812602	-	28

Group:6332 Translocation:False
chr12	5983542	+	chr12	5983542	-	21
chr12	6056293	+	chr12	6056293	-	22
chr12	6103371	+	chr12	6103371	-	21
chr12	6139267	+	chr12	6139267	-	17

Group:6333 Translocation:False
chr12	6257658	+	chr12	6257658	-	28
chr12	6298480	+	chr12	6298480	-	26
chr12	6305485	+	chr12	6305485	-	25
chr12	6362935	+	chr12	6362935	-	36
chr12	6403564	+	chr12	6403564	-	18

Group:6334 Translocation:False
chr12	6893315	+	chr12	6893315	-	25
chr12	6909274	+	chr12	6909274	-	18
chr12	6949994	+	chr12	6949994	-	19

Group:6335 Translocation:False
chr12	7101128	+	chr12	7101128	-	26
chr12	7197095	+	chr12	7197095	-	19
chr12	7203217	+	chr12	7203217	-	17
chr12	7209608	+	chr12	7209608	-	18

Group:6336 Translocation:False
chr12	7421048	+	chr12	7421048	-	23
chr12	7437239	+	chr12	7437239	-	21
chr12	7437239	+	chr12	7437239	-	21

Group:6337 Translocation:False
chr12	7589926	+	chr12	7589926	-	28
chr12	7606045	+	chr12	7606045	-	23
chr12	7688838	+	chr12	7688838	-	30

Group:6338 Translocation:False
chr12	7874788	+	chr12	7874788	-	21

Group:6339 Translocation:False
chr12	8184239	+	chr12	8184239	-	19
chr12	8184717	+	chr12	8184717	-	20

Group:6340 Translocation:False
chr12	8389203	+	chr12	8389203	-	34
chr12	8411144	+	chr12	8411144	-	2
chr12	8442102	+	chr12	8442102	-	9

Group:6341 Translocation:False
chr12	8809288	+	chr12	8809288	-	16
chr12	8812628	+	chr12	8812628	-	21
chr12	8889467	+	chr12	8889467	-	33

Group:6342 Translocation:False
chr12	9216629	+	chr12	9216629	-	25
chr12	9258218	+	chr12	9258218	-	18
chr12	9298084	+	chr12	9298084	-	22
chr12	9328168	+	chr12	9328168	-	20
chr12	9362639	+	chr12	9362639	-	27
chr12	9403147	+	chr12	9403147	-	26
chr12	9404641	+	chr12	9404641	-	8
chr12	9402765	+	chr12	9402765	-	25
chr12	9404244	+	chr12	9404244	-	16

Group:6343 Translocation:False
chr12	9718550	+	chr12	9718550	-	31
chr12	9771386	+	chr12	9771386	-	27

Group:6344 Translocation:False
chr12	9953134	+	chr12	9953134	-	31

Group:6345 Translocation:False
chr12	10081588	+	chr12	10081588	-	30

Group:6346 Translocation:False
chr12	10293156	+	chr12	10293156	-	37
chr12	10293157	+	chr12	10293157	-	37

Group:6347 Translocation:False
chr12	10579693	+	chr12	10579693	-	26

Group:6348 Translocation:False
chr12	10821125	+	chr12	10821125	-	25

Group:6349 Translocation:False
chr12	11055075	+	chr12	11055075	-	10
chr12	11066591	+	chr12	11066591	-	39
chr12	11076757	+	chr12	11076757	-	49
chr12	11092337	+	chr12	11092337	-	45
chr12	11070415	+	chr12	11070415	-	57
chr12	11092595	+	chr12	11092595	-	44
chr12	11077164	+	chr12	11077164	-	48
chr12	11189297	+	chr12	11189297	-	25

Group:6350 Translocation:False
chr12	11412166	+	chr12	11412166	-	28
chr12	11447104	+	chr12	11447104	-	34

Group:6351 Translocation:False
chr12	11978541	+	chr12	11978541	-	35
chr12	12005946	+	chr12	12005946	-	33

Group:6352 Translocation:False
chr12	12415559	+	chr12	12415559	-	31

Group:6353 Translocation:False
chr12	12653329	+	chr12	12653329	-	22

Group:6354 Translocation:False
chr12	12761830	+	chr12	12761830	-	29
chr12	12780745	+	chr12	12780745	-	14

Group:6355 Translocation:False
chr12	12956446	+	chr12	12956446	-	22

Group:6356 Translocation:False
chr12	13127050	+	chr12	13127050	-	32
chr12	13188364	+	chr12	13188364	-	30
chr12	13195108	+	chr12	13195108	-	28

Group:6357 Translocation:False
chr12	13351721	+	chr12	13351721	-	39

Group:6358 Translocation:False
chr12	13500445	+	chr12	13500445	-	39
chr12	13547981	+	chr12	13547981	-	40

Group:6359 Translocation:False
chr12	13954829	+	chr12	13954829	-	25
chr12	14002424	+	chr12	14002424	-	31
chr12	14020935	+	chr12	14020935	-	20
chr12	14019012	+	chr12	14019012	-	20

Group:6360 Translocation:False
chr12	14170514	+	chr12	14170514	-	13
chr12	14179600	+	chr12	14179600	-	18
chr12	14278020	+	chr12	14278020	-	32
chr12	14318263	+	chr12	14318263	-	38
chr12	14323929	+	chr12	14323929	-	39

Group:6361 Translocation:False
chr12	15046327	+	chr12	15046327	-	26

Group:6362 Translocation:False
chr12	15161182	+	chr12	15161182	-	30

Group:6363 Translocation:False
chr12	15973428	+	chr12	15973428	-	22
chr12	16054105	+	chr12	16054105	-	28
chr12	16066882	+	chr12	16066882	-	37
chr12	16079339	+	chr12	16079339	-	27

Group:6364 Translocation:False
chr12	16367905	+	chr12	16367905	-	29

Group:6365 Translocation:False
chr12	17394777	-	chr12	97638586	+	33
chr12	97614610	+	chr12	97614610	-	36
chr12	97638586	-	chr12	17394777	+	37

Group:6366 Translocation:False
chr12	17554867	+	chr12	17554867	-	30

Group:6367 Translocation:False
chr12	17855704	+	chr12	17855704	-	18

Group:6368 Translocation:False
chr12	18095384	+	chr12	18095384	-	16
chr12	18096145	+	chr12	18096145	-	15
chr12	18098295	+	chr12	18098295	-	17
chr12	18096447	+	chr12	18096447	-	16

Group:6369 Translocation:False
chr12	18598686	+	chr12	18598686	-	30

Group:6370 Translocation:False
chr12	18801265	+	chr12	18801265	-	31
chr12	18872499	+	chr12	18872499	-	19

Group:6371 Translocation:False
chr12	19340418	+	chr12	19340418	-	33

Group:6372 Translocation:False
chr12	19653273	+	chr12	19653273	-	22

Group:6373 Translocation:False
chr12	19787377	+	chr12	19787377	-	23
chr12	19798588	+	chr12	19798588	-	33

Group:6374 Translocation:False
chr12	20367070	+	chr12	20367070	-	27

Group:6375 Translocation:False
chr12	20612603	+	chr12	20612603	-	19
chr12	20612651	+	chr12	20612651	-	19

Group:6376 Translocation:False
chr12	20755736	+	chr12	20755736	-	23
chr12	20764185	+	chr12	20764185	-	30
chr12	20853922	+	chr12	20853922	-	28
chr12	20792417	+	chr12	20792417	-	26
chr12	20918435	+	chr12	20918435	-	29

Group:6377 Translocation:False
chr12	21970848	+	chr12	21970848	-	23

Group:6378 Translocation:False
chr12	22352634	+	chr12	22352634	-	31
chr12	22352657	+	chr12	22352657	-	30
chr12	22432528	+	chr12	22432528	-	15
chr12	22358656	+	chr12	22358656	-	32

Group:6379 Translocation:False
chr12	22869632	+	chr12	22869632	-	18

Group:6380 Translocation:False
chr12	22975025	+	chr12	22975025	-	35

Group:6381 Translocation:False
chr12	23326882	+	chr12	23326882	-	27
chr12	23389735	+	chr12	23389735	-	24

Group:6382 Translocation:False
chr12	23500250	+	chr12	23500250	-	37
chr12	23522727	+	chr12	23522727	-	16

Group:6383 Translocation:False
chr12	24335972	+	chr12	24335972	-	23
chr12	24364511	+	chr12	24364511	-	27
chr12	24365677	+	chr12	24365677	-	27

Group:6384 Translocation:False
chr12	24506784	+	chr12	24506784	-	27

Group:6385 Translocation:False
chr12	24936724	+	chr12	24936724	-	26

Group:6386 Translocation:False
chr12	25077220	+	chr12	25077220	-	29
chr12	25106528	+	chr12	25106528	-	43
chr12	25120317	+	chr12	25120317	-	33
chr12	25174371	+	chr12	25174371	-	26
chr12	25108825	+	chr12	25108825	-	41
chr12	25174371	+	chr12	25174371	-	26

Group:6387 Translocation:False
chr12	25309999	+	chr12	25309999	-	29
chr12	25346750	+	chr12	25346750	-	13

Group:6388 Translocation:False
chr12	25771541	+	chr12	25771541	-	44

Group:6389 Translocation:False
chr12	26497488	+	chr12	26497488	-	22
chr12	26565892	+	chr12	26565892	-	37

Group:6390 Translocation:False
chr12	26772423	+	chr12	26772423	-	30
chr12	26775933	+	chr12	26775933	-	28
chr12	26805727	+	chr12	26805727	-	27
chr12	26784948	+	chr12	26784948	-	28
chr12	26831672	+	chr12	26831672	-	28

Group:6391 Translocation:False
chr12	27062486	+	chr12	27062486	-	22

Group:6392 Translocation:False
chr12	27306726	+	chr12	27306726	-	40
chr12	27368143	+	chr12	27368143	-	22

Group:6393 Translocation:False
chr12	27961301	+	chr12	27961301	-	31

Group:6394 Translocation:False
chr12	28073479	+	chr12	28073479	-	22
chr12	28094044	+	chr12	28094044	-	29
chr12	28121647	+	chr12	28121647	-	36

Group:6395 Translocation:False
chr12	28267729	+	chr12	28267729	-	41
chr12	28285663	+	chr12	28285663	-	33

Group:6396 Translocation:False
chr12	28758579	+	chr12	28758579	-	27

Group:6397 Translocation:False
chr12	29076047	+	chr12	29076047	-	14

Group:6398 Translocation:False
chr12	29253223	+	chr12	29253223	-	24

Group:6399 Translocation:False
chr12	29643432	+	chr12	29643432	-	34
chr12	29643733	+	chr12	29643733	-	34
chr12	29671001	+	chr12	29671001	-	29

Group:6400 Translocation:False
chr12	29781123	+	chr12	29781123	-	36

Group:6401 Translocation:False
chr12	30069042	+	chr12	30069042	-	29

Group:6402 Translocation:False
chr12	30205196	+	chr12	30205196	-	20
chr12	30267712	+	chr12	30267712	-	20
chr12	30348809	+	chr12	30348809	-	17

Group:6403 Translocation:True
chr12	30473166	+	chr21	7308035	+	25
chr21	7308035	-	chr12	30473166	-	36

Group:6404 Translocation:False
chr12	30577015	+	chr12	30577015	-	38

Group:6405 Translocation:False
chr12	30771971	+	chr12	30771971	-	31

Group:6406 Translocation:False
chr12	31061578	+	chr12	31061578	-	26
chr12	31118326	+	chr12	31118326	-	23

Group:6407 Translocation:False
chr12	31650025	+	chr12	31650025	-	24

Group:6408 Translocation:False
chr12	31775471	+	chr12	31775471	-	22

Group:6409 Translocation:False
chr12	31918080	+	chr12	31918080	-	28
chr12	31923478	+	chr12	31923478	-	23
chr12	31933817	+	chr12	31933817	-	28

Group:6410 Translocation:False
chr12	32048670	+	chr12	32048670	-	22
chr12	32048739	+	chr12	32048739	-	22
chr12	32098865	+	chr12	32098865	-	21

Group:6411 Translocation:False
chr12	32205715	+	chr12	32205715	-	35
chr12	32252086	+	chr12	32252086	-	21

Group:6412 Translocation:False
chr12	32384588	+	chr12	32384588	-	19

Group:6413 Translocation:False
chr12	32806686	+	chr12	32806686	-	42

Group:6414 Translocation:False
chr12	32963438	+	chr12	32963438	-	36
chr12	33002854	+	chr12	33002854	-	26

Group:6415 Translocation:False
chr12	33166300	+	chr12	33166300	-	27
chr12	33244809	+	chr12	33244809	-	10
chr12	33253735	+	chr12	33253735	-	17

Group:6416 Translocation:False
chr12	33494898	+	chr12	33494898	-	20

Group:6417 Translocation:False
chr12	33637390	+	chr12	33637390	-	31

Group:6418 Translocation:False
chr12	34773961	+	chr12	34773961	-	13
chr12	34781037	+	chr12	34781037	-	46

Group:6419 Translocation:False
chr12	35202469	+	chr12	35202469	-	4

Group:6420 Translocation:False
chr12	37250790	+	chr12	37250790	-	10
chr12	37263019	+	chr12	37263019	-	22

Group:6421 Translocation:False
chr12	37424746	+	chr12	37424746	-	41

Group:6422 Translocation:False
chr12	37741276	+	chr12	37741276	-	31

Group:6423 Translocation:False
chr12	37973049	+	chr12	37973049	-	7

Group:6424 Translocation:False
chr12	38203739	+	chr12	38203739	-	36
chr12	38244896	+	chr12	38244896	-	31

Group:6425 Translocation:False
chr12	38422932	+	chr12	38422932	-	30
chr12	38447485	+	chr12	38447485	-	25

Group:6426 Translocation:False
chr12	38902381	+	chr12	38902381	-	27
chr12	38928687	+	chr12	38928687	-	32

Group:6427 Translocation:False
chr12	39235219	+	chr12	39235219	-	26

Group:6428 Translocation:False
chr12	39416714	+	chr12	39416714	-	22

Group:6429 Translocation:False
chr12	39714094	+	chr12	39714094	-	34
chr12	39760953	+	chr12	39760953	-	38

Group:6430 Translocation:False
chr12	39895616	+	chr12	39895616	-	17

Group:6431 Translocation:False
chr12	40107058	+	chr12	40107058	-	28
chr12	40146538	+	chr12	40146538	-	32

Group:6432 Translocation:False
chr12	40279207	+	chr12	40279207	-	37
chr12	40375816	+	chr12	40375816	-	38
chr12	40438981	+	chr12	40438981	-	17
chr12	40448662	+	chr12	40448662	-	24
chr12	40505652	+	chr12	40505652	-	14
chr12	40490439	+	chr12	40490439	-	22
chr12	40539309	+	chr12	40539309	-	21

Group:6433 Translocation:False
chr12	40813058	+	chr12	40813058	-	32
chr12	40844069	+	chr12	40844069	-	28
chr12	40925608	+	chr12	40925608	-	21

Group:6434 Translocation:False
chr12	41317048	+	chr12	41317048	-	26

Group:6435 Translocation:False
chr12	41429793	+	chr12	41429793	-	32
chr12	41453906	+	chr12	41453906	-	28

Group:6436 Translocation:False
chr12	41601432	+	chr12	41601432	-	32
chr12	41645964	+	chr12	41645964	-	28
chr12	41690793	+	chr12	41690793	-	21
chr12	41774642	+	chr12	41774642	-	22

Group:6437 Translocation:False
chr12	41995246	+	chr12	41995246	-	34
chr12	42085956	+	chr12	42085956	-	19
chr12	42088883	+	chr12	42088883	-	17

Group:6438 Translocation:False
chr12	42297035	+	chr12	42297035	-	31

Group:6439 Translocation:False
chr12	42619703	+	chr12	42619703	-	20

Group:6440 Translocation:False
chr12	42833797	+	chr12	42833797	-	39
chr12	42845637	+	chr12	42845637	-	29
chr12	42863169	+	chr12	42863169	-	24

Group:6441 Translocation:False
chr12	43324125	+	chr12	43324125	-	35

Group:6442 Translocation:False
chr12	43474911	+	chr12	43474911	-	36
chr12	43524176	+	chr12	43524176	-	30

Group:6443 Translocation:False
chr12	43707420	+	chr12	43707420	-	24

Group:6444 Translocation:False
chr12	43919853	+	chr12	43919853	-	16

Group:6445 Translocation:False
chr12	44648933	+	chr12	44648933	-	37

Group:6446 Translocation:False
chr12	45025761	+	chr12	45025761	-	30

Group:6447 Translocation:False
chr12	45146057	+	chr12	45146057	-	14

Group:6448 Translocation:False
chr12	45563470	+	chr12	45563470	-	24

Group:6449 Translocation:False
chr12	45781372	+	chr12	45781372	-	28

Group:6450 Translocation:False
chr12	46351734	+	chr12	46351734	-	22
chr12	46451458	+	chr12	46451458	-	22

Group:6451 Translocation:False
chr12	46979715	+	chr12	46979715	-	22

Group:6452 Translocation:False
chr12	47632844	+	chr12	47632844	-	34
chr12	47633665	+	chr12	47633665	-	34
chr12	47634520	+	chr12	47634520	-	35

Group:6453 Translocation:False
chr12	47759466	+	chr12	47759466	-	24

Group:6454 Translocation:False
chr12	48008136	+	chr12	48008136	-	37
chr12	48078317	+	chr12	48078317	-	28

Group:6455 Translocation:False
chr12	48453586	+	chr12	48453586	-	15
chr12	48500574	+	chr12	48500574	-	35
chr12	48500966	+	chr12	48500966	-	34
chr12	48500948	+	chr12	48500948	-	34

Group:6456 Translocation:False
chr12	49123757	+	chr12	49123757	-	26

Group:6457 Translocation:False
chr12	49366546	+	chr12	49366546	-	24

Group:6458 Translocation:False
chr12	49611687	+	chr12	49611687	-	24

Group:6459 Translocation:False
chr12	49735577	+	chr12	49735577	-	31

Group:6460 Translocation:False
chr12	49860768	+	chr12	49860768	-	36
chr12	49921569	+	chr12	49921569	-	27

Group:6461 Translocation:False
chr12	50446372	+	chr12	50446372	-	31

Group:6462 Translocation:False
chr12	50593744	+	chr12	50593744	-	23
chr12	50598799	+	chr12	50598799	-	28

Group:6463 Translocation:False
chr12	50823622	+	chr12	50823622	-	33
chr12	50882660	+	chr12	50882660	-	28
chr12	50948868	+	chr12	50948868	-	28

Group:6464 Translocation:False
chr12	51498773	+	chr12	51498773	-	21

Group:6465 Translocation:False
chr12	51834022	+	chr12	51834022	-	28

Group:6466 Translocation:False
chr12	52219355	+	chr12	52219355	-	21
chr12	52228146	+	chr12	52228146	-	26
chr12	52269161	+	chr12	52269161	-	22

Group:6467 Translocation:False
chr12	52408954	+	chr12	52408954	-	20
chr12	52419896	+	chr12	52419896	-	22

Group:6468 Translocation:False
chr12	52813799	+	chr12	52813799	-	24
chr12	52895030	+	chr12	52895030	-	26

Group:6469 Translocation:False
chr12	53035987	+	chr12	53035987	-	20

Group:6470 Translocation:True
chr12	53148250	+	chr12	53148250	-	22
chr12	53212830	+	chr22	36988569	+	28
chr22	36988569	-	chr12	53212830	-	18
chr12	53290716	+	chr12	53290716	-	29
chr12	53333727	+	chr12	53333727	-	27
chr12	53354591	+	chr12	53354591	-	24

Group:6471 Translocation:False
chr12	53639598	+	chr12	53639598	-	21

Group:6472 Translocation:False
chr12	53812111	+	chr12	53812111	-	30

Group:6473 Translocation:False
chr12	53930528	+	chr12	53930528	-	23
chr12	54014036	+	chr12	54014036	-	19

Group:6474 Translocation:False
chr12	54209197	+	chr12	54209197	-	21

Group:6475 Translocation:False
chr12	54323652	+	chr12	54323652	-	19
chr12	54391656	+	chr12	54391656	-	29

Group:6476 Translocation:False
chr12	54594573	+	chr12	54594573	-	32

Group:6477 Translocation:False
chr12	54695469	+	chr12	54695469	-	27
chr12	54695471	+	chr12	54695471	-	27
chr12	54761938	+	chr12	54761938	-	28

Group:6478 Translocation:False
chr12	55609187	+	chr12	55609187	-	30
chr12	55648372	+	chr12	55648372	-	22

Group:6479 Translocation:False
chr12	55905902	+	chr12	55905902	-	24

Group:6480 Translocation:False
chr12	56075645	+	chr12	56075645	-	27
chr12	56091334	+	chr12	56091334	-	24

Group:6481 Translocation:False
chr12	56345524	+	chr12	56345524	-	27

Group:6482 Translocation:False
chr12	56558297	+	chr12	56558297	-	17

Group:6483 Translocation:False
chr12	56963871	+	chr12	56963871	-	23
chr12	56992978	+	chr12	56992978	-	23

Group:6484 Translocation:False
chr12	57191928	+	chr12	57191928	-	28

Group:6485 Translocation:False
chr12	57689483	+	chr12	57689483	-	19

Group:6486 Translocation:False
chr12	58075716	+	chr12	58075716	-	6
chr12	58167573	+	chr12	58167573	-	28

Group:6487 Translocation:False
chr12	58367283	+	chr12	58367283	-	30
chr12	58462761	+	chr12	58462761	-	33

Group:6488 Translocation:False
chr12	59436882	+	chr12	59436882	-	27
chr12	59436882	+	chr12	59436882	-	26
chr12	59504748	+	chr12	59504748	-	21

Group:6489 Translocation:False
chr12	59832056	+	chr12	59832056	-	38

Group:6490 Translocation:False
chr12	60019105	+	chr12	60019105	-	27
chr12	60079314	+	chr12	60079314	-	29

Group:6491 Translocation:False
chr12	60484122	+	chr12	60484122	-	38

Group:6492 Translocation:False
chr12	60842011	+	chr12	60842011	-	26

Group:6493 Translocation:False
chr12	60964737	+	chr12	60964737	-	30
chr12	61061265	+	chr12	61061265	-	16
chr12	61144157	+	chr12	61144157	-	29

Group:6494 Translocation:False
chr12	61257639	+	chr12	61257639	-	34
chr12	61310354	+	chr12	61310354	-	33
chr12	61398448	+	chr12	61398448	-	22

Group:6495 Translocation:False
chr12	61502403	+	chr12	61502403	-	34
chr12	61518791	+	chr12	61518791	-	28

Group:6496 Translocation:False
chr12	61760365	+	chr12	61760365	-	20
chr12	61836732	+	chr12	61836732	-	26

Group:6497 Translocation:False
chr12	63104981	+	chr12	63104981	-	28

Group:6498 Translocation:False
chr12	63305010	+	chr12	63305010	-	24

Group:6499 Translocation:False
chr12	63537877	+	chr12	63537877	-	21

Group:6500 Translocation:False
chr12	63683389	+	chr12	63683389	-	24
chr12	63686926	+	chr12	63686926	-	25
chr12	63751198	+	chr12	63751198	-	39
chr12	63773266	+	chr12	63773266	-	30
chr12	63751179	+	chr12	63751179	-	39
chr12	63763765	+	chr12	63763765	-	28

Group:6501 Translocation:False
chr12	64150716	+	chr12	64150716	-	23

Group:6502 Translocation:False
chr12	64366777	+	chr12	64366777	-	40

Group:6503 Translocation:False
chr12	64543000	+	chr12	64543000	-	24
chr12	64543530	+	chr12	64543530	-	24

Group:6504 Translocation:False
chr12	64696109	+	chr12	64696109	-	38
chr12	64703716	+	chr12	64703716	-	35
chr12	64783848	+	chr12	64783848	-	31

Group:6505 Translocation:False
chr12	64983501	+	chr12	64983501	-	23

Group:6506 Translocation:False
chr12	65194875	+	chr12	65194875	-	19
chr12	65272451	+	chr12	65272451	-	28

Group:6507 Translocation:False
chr12	65425002	+	chr12	65425002	-	23
chr12	65425008	+	chr12	65425008	-	23

Group:6508 Translocation:False
chr12	66061316	+	chr12	66061316	-	18
chr12	66161044	+	chr12	66161044	-	38

Group:6509 Translocation:False
chr12	67311532	+	chr12	67311532	-	23

Group:6510 Translocation:False
chr12	68003960	+	chr12	68003960	-	23

Group:6511 Translocation:False
chr12	68776212	+	chr12	68776212	-	22

Group:6512 Translocation:False
chr12	69201904	+	chr12	69201904	-	34
chr12	69229315	+	chr12	69229315	-	26

Group:6513 Translocation:False
chr12	69538197	+	chr12	69538197	-	25
chr12	69632131	+	chr12	69632131	-	29

Group:6514 Translocation:False
chr12	69891579	+	chr12	69891579	-	37

Group:6515 Translocation:False
chr12	70027817	+	chr12	70027817	-	29
chr12	70032142	+	chr12	70032142	-	25
chr12	70086225	+	chr12	70086225	-	34
chr12	70080468	+	chr12	70080468	-	35

Group:6516 Translocation:False
chr12	70207960	+	chr12	70207960	-	23

Group:6517 Translocation:False
chr12	70499579	+	chr12	70499579	-	21
chr12	70589690	+	chr12	70589690	-	25
chr12	70687315	+	chr12	70687315	-	27

Group:6518 Translocation:False
chr12	70821213	+	chr12	70821213	-	39

Group:6519 Translocation:False
chr12	71131685	+	chr12	71131685	-	28

Group:6520 Translocation:False
chr12	71322839	+	chr12	71322839	-	27

Group:6521 Translocation:False
chr12	71725888	+	chr12	71725888	-	20

Group:6522 Translocation:False
chr12	72430401	+	chr12	72430401	-	28

Group:6523 Translocation:False
chr12	72845791	+	chr12	72845791	-	23
chr12	72871692	+	chr12	72871692	-	32

Group:6524 Translocation:False
chr12	73706158	+	chr12	73706158	-	38
chr12	73731038	+	chr12	73731038	-	32

Group:6525 Translocation:False
chr12	74350317	+	chr12	74350317	-	40

Group:6526 Translocation:False
chr12	74615398	+	chr12	74615398	-	20
chr12	74615511	+	chr12	74615511	-	20
chr12	74714834	+	chr12	74714834	-	43

Group:6527 Translocation:False
chr12	75179716	+	chr12	75179716	-	28
chr12	75179763	+	chr12	75179763	-	28
chr12	75274119	+	chr12	75274119	-	22

Group:6528 Translocation:False
chr12	75433524	+	chr12	75433524	-	17

Group:6529 Translocation:False
chr12	75537305	+	chr12	75537305	-	23
chr12	75575642	+	chr12	75575642	-	30

Group:6530 Translocation:False
chr12	75756747	+	chr12	75756747	-	29
chr12	75855917	+	chr12	75855917	-	18
chr12	75856146	+	chr12	75856146	-	17

Group:6531 Translocation:False
chr12	76117141	+	chr12	76117141	-	22

Group:6532 Translocation:False
chr12	76539058	+	chr12	76539058	-	25

Group:6533 Translocation:False
chr12	76674255	+	chr12	76674255	-	33
chr12	76674262	+	chr12	76674262	-	32
chr12	76725163	+	chr12	76725163	-	31

Group:6534 Translocation:False
chr12	76955212	+	chr12	76955212	-	30
chr12	76967949	+	chr12	98636857	-	33
chr12	98636857	+	chr12	76967949	-	28

Group:6535 Translocation:False
chr12	77093964	+	chr12	77093964	-	26

Group:6536 Translocation:False
chr12	77267439	+	chr12	77267439	-	30

Group:6537 Translocation:False
chr12	77690763	+	chr12	77690763	-	25

Group:6538 Translocation:False
chr12	77961305	+	chr12	77961305	-	33
chr12	78003160	+	chr12	78003160	-	32

Group:6539 Translocation:False
chr12	78556543	+	chr12	78556543	-	34
chr12	78573835	+	chr12	78573835	-	32
chr12	78609973	+	chr12	78609973	-	20
chr12	78626139	+	chr12	78626139	-	39
chr12	78605708	+	chr12	78605708	-	24
chr12	78610015	+	chr12	78610015	-	20

Group:6540 Translocation:False
chr12	78777421	+	chr12	78777421	-	33
chr12	78876848	+	chr12	78876848	-	22
chr12	78944242	+	chr12	78944242	-	25

Group:6541 Translocation:False
chr12	79555580	+	chr12	79555580	-	34
chr12	79632307	+	chr12	79632307	-	22

Group:6542 Translocation:False
chr12	79845891	+	chr12	79845891	-	34

Group:6543 Translocation:False
chr12	79989298	+	chr12	79989298	-	25
chr12	80067972	+	chr12	80067972	-	27
chr12	80135277	+	chr12	80135277	-	21

Group:6544 Translocation:False
chr12	80882287	+	chr12	80882287	-	34
chr12	80921440	+	chr12	80921440	-	22
chr12	80938997	+	chr12	80938997	-	35

Group:6545 Translocation:False
chr12	81584996	+	chr12	81584996	-	27
chr12	81642703	+	chr12	81642703	-	26

Group:6546 Translocation:False
chr12	81928027	+	chr12	81928027	-	23

Group:6547 Translocation:False
chr12	82640221	+	chr12	82640221	-	25
chr12	82696963	+	chr12	82696963	-	26

Group:6548 Translocation:False
chr12	82997352	+	chr12	82997352	-	37
chr12	83045726	+	chr12	83045726	-	17

Group:6549 Translocation:False
chr12	83235401	+	chr12	83235401	-	22
chr12	83260478	+	chr12	83260478	-	25

Group:6550 Translocation:False
chr12	83633504	+	chr12	83633504	-	25

Group:6551 Translocation:False
chr12	83928423	+	chr12	83928423	-	35
chr12	84002553	+	chr12	84002553	-	32

Group:6552 Translocation:False
chr12	84221327	+	chr12	84221327	-	31

Group:6553 Translocation:False
chr12	84506664	+	chr12	84506664	-	35
chr12	84571353	+	chr12	84571353	-	19

Group:6554 Translocation:False
chr12	84808765	+	chr12	84808765	-	30

